Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type,Machine failure,Product ID,UDI
305.13267433113356,299.2962299513924,1801.2294481549893,18.4296327477665,84.55158416682067,M,0,90,90
300.9707754934804,282.6885958329698,1412.2300019043657,31.857953226146243,151.9928516610497,M,0,91,91
309.6864499053289,299.41339775356954,1272.1876984767298,34.29924660815346,167.53218115521108,M,0,92,92
292.9794690612265,289.12062428572403,1008.3661138901963,51.90699617555005,18.955024278274202,L,0,93,93
296.72337853402234,335.5615311708868,1303.8470312674924,41.96637741750245,112.59384698084058,L,0,94,94
296.0789184686784,308.2733545911514,1477.268631500192,43.4444494435058,152.34969938577706,M,0,95,95
285.3648505186788,304.8112100642924,1819.8246481673468,51.81221634220601,157.2381188130317,H,0,96,96
302.96120277064574,323.3373073718171,1634.6267384465937,39.03855712075511,29.598704886081784,M,0,97,97
302.6105527217989,293.1737334571617,1561.0170809413505,47.54187961032403,105.10102863015882,M,0,98,98
300.0511345664246,298.4970394299317,1419.9760677397737,46.838611139319916,171.51174127254058,M,0,99,99
297.65412866624854,311.0210840387293,1383.3668565488088,27.135305064305875,63.70371531705683,L,0,100,100
285.84629257949587,325.4315348713522,1781.1295195015928,54.729835776298295,85.02337978235943,M,0,101,101
295.7935467723464,317.5252756775318,1540.147708151678,25.796982199293055,160.87170226726647,M,0,102,102
296.5728548347323,313.72487713773825,1079.4798616157957,49.17366649477848,17.86390423675246,H,0,103,103
291.97722730778383,311.1717660285402,1365.2920704205515,24.829269630943674,171.89865797779564,M,0,104,104
298.3871428833399,316.0035378329016,1328.3567936456745,46.01236788151673,62.23134334616181,L,0,105,105
304.04050856814536,313.0247935769388,1390.747198164507,58.61914878150173,0.29006331822543086,M,0,106,106
318.8618590121053,294.550415878346,1612.5821320570171,37.870213434497884,46.83182901127165,M,0,107,107
301.74577812831836,310.69118832449726,1478.5110236411501,37.43644357146854,17.900128179101294,L,0,108,108
302.57550390722764,293.8946701162337,1484.6269185992676,46.10439999316849,18.476981399248828,H,0,109,109
299.25554084233835,311.2162381435123,1762.6946322650474,36.70603544037457,138.5671468285183,H,0,110,110
280.8122878470096,302.79028087767637,1360.7077820426623,58.18278703742821,42.79526712781296,M,0,111,111
299.73486124550783,348.09072434174294,1872.83990517747,41.92192249458696,186.94847259539648,M,0,112,112
300.6023020994103,309.4015842437243,1365.7384817257828,36.79830491779274,103.2889093182608,M,0,113,113
324.63242112485284,288.9364065060762,1517.8396393225144,34.597144721043165,92.01965159098371,M,0,114,114
298.07639035218875,307.9872968398461,1443.7592809194466,30.670515298269795,86.85670364403033,L,0,115,115
303.0154734233361,317.79038118456833,1524.6838267001922,33.7224501324251,138.51752793432638,L,0,116,116
299.65288230294755,335.1004591922879,1588.918399014626,36.49326606341403,90.45255250472168,L,0,117,117
288.3132196238047,301.1582140009192,1586.7670480177753,35.1236092650142,25.72007124503837,M,0,118,118
311.42822814515023,286.2635803896454,1349.376533875884,33.41824725862896,176.0344361281513,M,0,119,119
307.51933032686776,322.25255517146473,1275.417064510486,60.9884123035244,85.67906978513173,M,0,120,120
307.91031947043047,289.29101941150526,2000.634358181142,29.6990492351051,14.800915139900495,M,0,121,121
290.9061254520526,303.45766837738773,1403.2031320798894,41.466325876461745,105.87319749955222,M,0,122,122
314.027943109361,306.1356927173351,1639.8424877343973,45.92521009760872,129.46937169114068,M,0,123,123
285.9814893720772,308.95549820049837,1178.4717378953605,46.301079955837324,55.11649283155171,M,0,124,124
305.8685709380027,320.33746685611504,1444.0774560190646,39.41392924217528,160.06808153476845,M,0,125,125
321.9045562580998,299.7454857657042,1474.5601232035115,37.59297428152691,133.95516920747275,M,0,126,126
290.0946367486931,305.8940612174986,1594.5630139855666,44.515474912395064,130.0682338528867,H,0,127,127
294.3370227039723,309.78594470575916,955.5091718016122,42.665216499782005,84.16499057355884,M,0,128,128
300.9965136508764,312.2439693627818,1533.228122615666,37.41041165232487,192.38306028225756,L,0,129,129
294.965243458838,311.4674076206188,1270.0517089264215,24.381214282755693,54.837833589849524,H,0,130,130
284.49336568933865,316.5400866283387,1564.8691422389848,35.32076277666752,115.54110020309052,M,0,131,131
300.68562974806025,322.65759264462605,1292.7341606323673,28.534498362925422,61.81103149452352,L,0,132,132
289.37696286273894,315.88951173476454,1328.9034608148838,33.328404499336735,148.96095059431082,L,0,133,133
304.7359243063518,316.8037828526383,1445.2744779213463,40.3322323851696,9.558296774024289,M,0,134,134
290.80575765766196,286.26665249880284,1289.534106079361,43.58736143996616,9.178773575009846,M,0,135,135
315.4993440501754,310.7534154874852,1404.893110652929,57.80452751292406,162.17219390375828,M,0,136,136
292.16746707663765,317.19261322002416,1261.324846291337,34.62593621096186,86.85363221273421,L,0,137,137
296.77938483794327,320.93411791855675,1133.3659096602546,47.74625635275151,68.23601092007114,M,0,138,138
308.1351721736967,299.61473838649306,1703.5914104858718,43.059600244378366,121.5053724350677,L,0,139,139
287.69135683566043,300.1144108766703,1240.7902614352142,52.959976706397896,140.37986877379473,L,0,140,140
302.27459934604127,301.388489870746,1464.2638224784032,45.76228719595626,40.24026936888132,M,0,141,141
313.07142754282427,318.04620849837016,1650.578216298757,29.915185727136837,37.08624828094631,M,0,142,142
283.92516765438774,325.5082158238631,1377.0111794967913,22.769539707087688,191.6301495519763,M,0,143,143
301.84633858532305,303.888098390626,1334.9668200508925,43.11261699667505,117.93286127691387,H,0,144,144
302.59882794248426,323.61943470440576,1545.2476177334843,34.71549002099609,78.02329545885362,L,0,145,145
307.8182287177731,311.8521971374689,1723.5867645454305,30.196862540494028,160.2883389339013,L,0,146,146
287.6304928912192,308.13571334256346,1266.1369469827061,27.324222954669224,105.03179175558344,L,0,147,147
286.79543386915725,306.8292365527305,1469.9704335965123,41.60975497587155,48.332562074916275,M,0,148,148
305.21941565616896,321.19917046903237,1153.5010810065346,55.07707699313365,41.34706112831476,M,0,149,149
302.96984673233186,314.88366725180606,1421.359799263562,35.913276542939585,79.37185323396434,M,0,150,150
302.50492850345876,344.1373814147146,1506.840936907615,45.90270311075322,171.97917205197592,M,0,151,151
303.46448209496975,297.21663035504014,1329.0750716489868,38.977336497824076,12.289583208851784,M,0,152,152
293.1997527842151,317.77152553044965,1408.6016332349536,27.10617910896607,43.70520015095263,M,0,153,153
302.32253697161,302.0619848528273,1218.35464633851,47.348113435104175,178.63036377051827,M,0,154,154
302.9307247329868,296.96069519517033,1515.4157222762988,29.053079559726285,24.3469137938501,M,0,155,155
292.85648581973635,309.8369929444754,1711.13884977663,40.21626630593565,125.92514365283367,L,0,156,156
318.6577451114476,312.06028719110554,1280.5712260459072,36.58479584994695,42.70227362420502,M,0,157,157
304.73832920911786,353.7726033259014,1375.4656466895235,48.93077434565692,121.17336950237767,M,0,158,158
288.0869650279735,307.237812764752,1600.5092492908364,29.418490075293132,76.62083336884642,L,0,159,159
306.5655360863383,293.04731905772974,1742.4181438645471,43.908699078019595,20.335379286198375,M,0,160,160
290.25318329772676,314.0951607624158,1201.3620375582138,31.60202592651299,116.49501351082128,H,0,161,161
307.87084603742454,278.88039943680445,1466.2430525168102,34.88894787671215,136.6085494169172,L,0,162,162
311.585955790074,308.62064826093604,1556.626164463905,3.647997724598979,136.05452379316057,L,0,163,163
291.7931768164829,310.2403792344274,1479.5887218742305,60.92098571617909,127.40688181454192,M,0,164,164
309.63376129244324,321.91900574417815,1004.6415866245826,45.50556932826232,100.04495618710916,M,0,165,165
304.127809269365,324.6043337414177,1600.2180018617544,32.32652514061836,103.89452337186513,L,0,166,166
308.2206015999449,302.4464557163842,1803.8672702181289,28.753443116670063,127.12802196159191,H,0,167,167
318.9679298265395,307.740789780551,1523.3323502339008,35.0435124712066,138.05187234932822,M,0,168,168
297.5461188399713,298.5081875408399,1293.7787893411473,47.168795348194514,130.97534776627703,H,0,169,169
292.4626383564251,293.07906167788457,1397.3745507271433,21.079150744150745,117.38911298269035,M,0,170,170
291.10485570374476,314.64842169070954,1853.9826135311187,38.58415580705662,31.16779696082368,H,0,171,171
291.84189715034563,290.896216771051,1681.9925081721117,57.70641872462674,42.123307698572354,M,0,172,172
299.22898290585897,303.78059649142205,1628.0053236768658,28.660536640321958,52.044804207069674,L,0,173,173
303.4115197481664,295.0723906015114,1571.2825167068752,40.80385038763655,183.93233141750045,H,0,174,174
302.7669079933002,318.2452477943539,1367.7725775618055,62.03309815257758,151.8790183593933,L,0,175,175
308.2718324903602,337.02145148899734,1459.8857638688462,46.32151629690773,110.57336390737564,H,0,176,176
300.13001891877906,290.47618025795003,1484.4154528642969,41.259238204854555,50.41138570880936,M,0,177,177
314.53534077157315,282.20472275653646,1609.9148632128888,45.066364549090025,22.178304648834235,H,0,178,178
297.35343166762044,308.12669671974896,1801.7837788533807,35.99134664990298,179.75184519599495,M,0,179,179
327.2016916658962,310.2354669393664,1723.6676273586256,52.9963128530344,178.5332031645834,M,0,180,180
306.25667347765005,313.27988960135946,1216.1231288407919,36.00669977099788,22.13911913913831,L,0,181,181
291.4284244358372,303.3051922714848,1544.7989937802097,20.40818391264023,159.44333321929923,M,0,182,182
289.29107501938887,306.9904105176185,1647.3526690335793,36.0869689605954,89.32901386198253,M,0,183,183
304.8247241524318,315.51265615810905,1623.7720660289272,30.332654701232965,64.79338656610803,M,0,184,184
297.76537214674147,325.60646338967257,1374.153247322516,37.188059878025705,147.82090724174145,L,0,185,185
307.1400049409209,280.6742684452258,2082.8218431536725,37.40915940919369,122.86590821214611,M,0,186,186
304.73237624573545,304.4659084145281,1244.5830875337763,51.97423199804908,156.00602151866747,M,0,187,187
299.2717108734313,313.20713190911596,1283.36231066679,46.952927266643854,14.865772126587418,L,0,188,188
291.53206281931597,296.230358430839,1546.7190162523152,42.632654875753964,63.71740399149128,M,0,189,189
284.85152775314134,335.9675444765095,1923.3606109927707,39.970545886674046,63.86337008334715,H,0,190,190
295.5348504793298,300.46885179656897,1332.7610298591658,29.411419911420055,65.9506184575531,M,0,191,191
308.56398794323474,309.3806096948908,1446.8343268706014,18.188247623343226,100.4959745287611,M,0,192,192
302.140937441302,318.34033145263436,1715.4587346031385,41.13160011392783,56.60276061618947,H,0,193,193
287.5426122128801,301.1307281679716,1496.4275690224533,47.946412035736586,88.87672201750394,L,0,194,194
301.7318092585118,282.30140428293373,1433.079229093941,38.91666116755411,73.55551862308316,M,0,195,195
303.8531737972884,303.570182096252,1613.126580377344,34.651456772132995,147.05920960410225,M,0,196,196
291.16142563798866,325.4416083389056,1554.5035980459186,44.64502165214213,120.70015913501003,M,0,197,197
301.5372510594553,304.9465730982229,1706.0877571273584,39.16667799375653,130.72588646346307,M,0,198,198
300.58208718446,297.3034854781153,1758.2937778130727,56.857441919739614,42.116778816528885,M,0,199,199
288.57029702169376,323.88508314254085,1561.4006120010724,52.327283420682846,65.10043306537787,L,0,200,200
303.57787360348283,305.0383765596542,1558.3465450756619,49.59508057023329,4.233089522414857,M,0,201,201
305.60784526368235,302.34758779524674,1542.8221964572267,47.57734114209904,21.674941458633977,M,0,202,202
310.83051243175277,312.24184134494965,1597.8261113298574,27.09832585548543,53.01084639777747,L,0,203,203
310.53802052034905,321.5612531442818,1511.0341275742928,46.62993702052599,13.09274426040421,L,0,204,204
286.2233063204291,345.7257029759882,1499.878303535542,43.76325957646575,120.5264800709405,H,0,205,205
290.6217496008488,322.40854161486135,1739.3254241654486,46.064247283911634,199.62602318476505,M,0,206,206
305.15035267208657,327.39759949582515,1803.2232360710086,44.92609486813053,20.163042813077702,M,0,207,207
305.1378595091221,302.4105070151822,1198.4894110733158,44.527625878480656,164.24604253385303,H,0,208,208
305.1504768630605,294.6119784104579,1502.0042303481139,67.00866469549595,23.763249453029434,M,0,209,209
338.5273149065472,310.93497024428683,1362.261113310953,39.23814330048081,133.9828037592872,H,0,210,210
305.7089051069317,311.60754872889396,1437.8057067027855,49.363373808293304,128.63152061180344,H,0,211,211
311.355656401806,293.822308879531,1580.5032419470642,35.29010189735997,180.54338696223985,M,0,212,212
309.54001763493204,307.3705820514398,1633.8876743084936,47.90641583887672,22.789122736102474,M,0,213,213
306.51391251305796,315.98976402578694,1477.574711277731,49.393198902324556,63.08889321637956,M,0,214,214
296.8473075535965,315.4059009252712,1117.3319330554393,43.64426077135348,18.155952070937143,H,0,215,215
307.58969220493265,317.5643178007641,1306.9908838847641,56.692469423765,81.47666516088677,M,0,216,216
292.27174785462427,314.36447095206165,1679.2999340400331,31.157239636395822,182.31863471148898,L,0,217,217
297.6318139325999,302.39487011094917,951.9147155930137,35.127790583317775,156.30463021237122,L,0,218,218
295.14636452170896,302.29149060026737,1737.4854303364,42.123800860234894,144.58002008906382,L,0,219,219
300.8187413938632,292.01572903009185,1604.2459981289082,48.80806853484222,106.6055009725404,H,0,220,220
323.14658566673506,336.77162558777644,1763.2352163060043,41.79429521294933,176.69714846710457,H,0,221,221
281.3273480740825,310.20175546928937,1460.286162623808,52.85759036510566,89.88835964826566,M,0,222,222
306.86260190374514,306.62720416307724,1087.718915195419,33.3831012903368,29.937133420127648,M,0,223,223
283.8728412881035,296.06811877821315,1586.0725283012996,28.594215105114454,167.51704462415583,H,0,224,224
295.28068134210565,354.03486853491665,1754.9306248076682,43.081283365365046,55.927665610345365,M,0,225,225
310.8895059696737,293.90007951665655,1684.9443611026843,39.22819723886304,10.726708204889611,L,0,226,226
300.64280019095463,303.5672811159089,1367.4617033023928,45.4286372035822,25.207606133758276,M,0,227,227
289.2225522207069,316.2375525442909,1517.3522150925294,39.72597709133496,121.81178323882963,H,0,228,228
292.8469629074003,319.00319448616415,1393.4327462440153,36.599802093765426,121.4163927842345,M,0,229,229
306.79597748934674,324.36898082823524,1336.1467071621257,39.250624282762764,52.036634216406895,M,0,230,230
292.69633368282865,337.11412761653895,1691.0777142359702,40.288488947931846,145.4360295891958,L,0,231,231
302.16458589581976,317.5923648319107,1260.4935377469676,36.950187001516696,154.72803107990686,M,0,232,232
300.4557183990381,294.1595380005,1321.2367138836776,37.96867953676572,184.10052522672365,H,0,233,233
293.4839965239418,306.1458231231733,1279.1948733055228,35.9640666301309,116.98749973564739,M,0,234,234
321.4394408932533,314.6174855877083,1201.9504953401906,48.56665119869407,155.88467282951456,M,0,235,235
306.33919022318014,341.0233906225874,1529.2828583685207,41.940210045057995,150.61993595432673,L,0,236,236
279.7485741334239,289.03291782363556,1732.3006096963952,62.56752472168766,51.561809693438576,H,0,237,237
301.8645431476943,328.0386475783784,1463.0246487509469,41.607045512784616,62.04518558753187,L,0,238,238
293.38213535231614,312.6987155431963,1198.8504398871667,34.49142529671338,95.69647915057429,L,0,239,239
308.5243333479622,322.5674580284422,1667.9889079484055,66.70675374863065,3.8077935058496992,H,0,240,240
292.074792615673,308.470079250461,1837.1403508069943,44.136263777143355,59.47955463154471,H,0,241,241
298.85263558533103,297.3635105481051,1370.751535170681,49.901247868928166,94.77657466884759,M,0,242,242
305.04987278980457,321.26309169102,1404.2891466564563,45.921029832024914,21.613859056228748,M,0,243,243
308.65755194170123,319.8164654065843,1603.1321260166787,46.230110292977486,25.25517755502509,M,0,244,244
287.99703592944223,324.5808544860958,1824.3747495570103,45.35654051352474,92.64734714746822,L,0,245,245
296.65498764159054,309.8004304693205,1396.0331708549547,28.979154352239345,146.19300631718625,L,0,246,246
295.25054688839043,301.0026696502023,1233.510043800359,43.67529047561412,166.74978618413664,M,0,247,247
293.46670767426286,286.61819507464236,1626.2837212544812,26.75138696149761,109.26277950094972,L,0,248,248
317.654542402811,322.2905990220911,1659.8136146284598,38.25637163587466,94.94979750934623,H,0,249,249
304.04981710960953,316.3583422366598,1501.2262900870453,32.743825434367125,76.85611369195104,L,0,250,250
287.3911604566496,295.5132605070406,1388.3733480685098,43.57470185848724,38.58979848752124,M,0,251,251
309.17861947054774,301.92139490055064,1698.8757461984092,43.34126247338234,29.31240056287294,M,0,252,252
321.22156197012634,302.9986178207284,1605.6072009095928,44.81145890765187,158.37929033236162,M,0,253,253
310.32465260551146,287.75523352026374,1346.3128966193015,42.87296572749087,93.00132644246723,M,0,254,254
284.80630034045987,297.734764050923,1509.8189462611342,33.931746582136014,158.06404909595093,H,0,255,255
295.1576592713375,292.9925446479047,1229.6584935950707,37.3899651064832,140.81660718012594,M,0,256,256
312.6691114918662,303.81281482168094,1637.178091287584,49.20396161254485,38.77918287667577,M,0,257,257
292.9233053438122,298.91953752505657,1447.5532861234287,50.678566772944,102.06145284224515,M,0,258,258
304.4381942814623,285.59492618699875,1412.8578335230525,28.532169013734507,88.80332608453614,L,0,259,259
307.7463405342934,340.33885345854225,1493.425102969513,24.690723674873535,84.77470121813934,M,0,260,260
290.73069528421917,328.7881109654385,1508.0615398660495,32.73110616795288,108.51420984076276,M,0,261,261
299.404746439382,298.3147086772002,1678.986012313112,50.452075820322506,196.41638021508757,H,0,262,262
267.5873265993093,314.08632094980413,1618.2181062650443,52.14884030183035,162.58011953414905,H,0,263,263
289.7561235866571,316.26197634731943,1468.7181442414394,30.752881195988284,180.74248632607834,L,0,264,264
297.4743184860684,327.86628782160216,1652.733629943799,43.073093537363384,5.9279166352075086,L,0,265,265
287.5221681803515,297.72092460009884,1580.1474507383225,58.344313331400876,28.06727335850119,L,0,266,266
316.32411303931633,326.3816017597364,1414.6800727427926,44.153114772403335,16.9527320449127,H,0,267,267
285.6985862203937,301.781420436896,1475.0563683527027,54.215032852330935,52.646201013055325,L,0,268,268
295.59955513303015,289.9620639374708,1470.3554222313758,49.98726570083098,88.37849839333009,M,0,269,269
301.30740577286093,320.8620483897175,1601.0522686348404,30.898012937720893,128.4106495311779,M,0,270,270
314.4127328906612,329.36137636183645,1426.5954770556716,38.10018576502922,100.1662532573204,M,0,271,271
285.6413784882056,348.8186346029603,1421.9181627156734,40.347544782918476,180.63678298262795,L,0,272,272
311.6316375215496,292.0041210236468,1893.7514618867917,41.0413338802134,187.97119177877275,L,0,273,273
300.10233061019585,320.4837952762118,1687.947096349421,49.16328953438571,32.70419023949178,M,0,274,274
290.1849134895205,303.852981343097,1347.8798671149723,44.086847622754085,170.582584052957,L,0,275,275
304.62103474263273,321.7503806578605,1614.1881987884396,10.63799056221885,96.3444408026602,L,0,276,276
301.9905969557347,287.94265673153126,1523.6700131310354,26.87159726907274,90.66589426347687,L,0,277,277
293.99783122841205,291.05845336452154,1578.3102350520187,18.12619085023957,156.98786969691363,M,0,278,278
300.69802084990016,298.36187765250276,1527.468264913021,41.75365240655334,18.628101808975316,M,0,279,279
296.1468640313824,311.1844606850213,1737.9285290970472,42.40487649467761,176.4986254838293,L,0,280,280
301.1351734525125,300.38378100192466,1569.1240689302892,42.83224958610719,134.17267090952294,M,0,281,281
306.62130674521046,319.8858151587013,1487.5822603571426,30.410717322853834,175.05232153159957,L,0,282,282
315.86016816145354,325.40341927386874,1708.4381153966035,46.741440051199895,198.89551554152456,M,0,283,283
287.6218450117315,318.99366311868033,1546.6570082175745,47.16262496468529,103.60089047145067,L,0,284,284
321.33033374656264,334.28181459491304,1524.2957158658116,27.448509327948422,18.652439581785796,M,0,285,285
